"item","age","produces"
"mad",27,0.427835
"mad",28,0.576633
"mad",29,0.535354
"mad",30,0.658784
"mailman",16,0.0135699
"mailman",17,0.0145985
"mailman",18,0.0399113
"mailman",19,0.0654762
"mailman",20,0.0722022
"mailman",21,0.120773
"mailman",22,0.155779
"mailman",23,0.201521
"mailman",24,0.225632
"mailman",25,0.310231
"mailman",26,0.421053
"mailman",27,0.463918
"mailman",28,0.530151
"mailman",29,0.474747
"mailman",30,0.635135
"make",16,0.00417537
"make",17,0
"make",18,0.0177384
"make",19,0.0595238
"make",20,0.0794224
"make",21,0.120773
"make",22,0.21608
"make",23,0.277567
"make",24,0.33452
"make",25,0.404605
"make",26,0.532164
"make",27,0.546392
"make",28,0.728643
"make",29,0.656566
"make",30,0.790541
"man",16,0.0542797
"man",17,0.0437956
"man",18,0.115299
"man",19,0.175074
"man",20,0.216606
"man",21,0.256039
"man",22,0.341709
"man",23,0.448669
"man",24,0.453405
"man",25,0.496711
"man",26,0.625731
"man",27,0.634021
"man",28,0.747487
"man",29,0.671717
"man",30,0.800676
"me",16,0.177453
"me",17,0.20438
"me",18,0.2949
"me",19,0.366071
"me",20,0.402878
"me",21,0.410628
"me",22,0.567839
"me",23,0.593156
"me",24,0.691203
"me",25,0.714286
"me",26,0.736842
"me",27,0.784615
"me",28,0.875628
"me",29,0.818182
"me",30,0.915541
"meat",16,0.0407098
"meat",17,0.0583942
"meat",18,0.108647
"meat",19,0.175595
"meat",20,0.223827
"meat",21,0.236715
"meat",22,0.291457
"meat",23,0.368821
"meat",24,0.458111
"meat",25,0.483553
"meat",26,0.602339
"meat",27,0.551546
"meat",28,0.702261
"meat",29,0.60101
"meat",30,0.743243
"medicine",16,0.045929
"medicine",17,0.0547445
"medicine",18,0.13969
"medicine",19,0.223214
"medicine",20,0.220217
"medicine",21,0.280193
"medicine",22,0.38191
"medicine",23,0.460076
"medicine",24,0.556351
"medicine",25,0.634868
"medicine",26,0.71345
"medicine",27,0.676923
"medicine",28,0.839196
"medicine",29,0.747475
"medicine",30,0.868243
"melon",16,0.0344468
"melon",17,0.0218978
"melon",18,0.0776053
"melon",19,0.116071
"melon",20,0.162455
"melon",21,0.202899
"melon",22,0.221106
"melon",23,0.30038
"melon",24,0.311151
"melon",25,0.349673
"melon",26,0.45614
"melon",27,0.463918
"melon",28,0.560302
"melon",29,0.464646
"melon",30,0.625
"meow",16,0.502088
"meow",17,0.485401
"meow",18,0.68071
"meow",19,0.721068
"meow",20,0.730216
"meow",21,0.78744
"meow",22,0.819095
"meow",23,0.863118
"meow",24,0.898757
"meow",25,0.902597
"meow",26,0.94152
"meow",27,0.907692
"meow",28,0.972362
"meow",29,0.929293
"meow",30,0.969595
"milk",16,0.34238
"milk",17,0.427007
"milk",18,0.56541
"milk",19,0.72619
"milk",20,0.665468
"milk",21,0.719807
"milk",22,0.788945
"milk",23,0.878327
"milk",24,0.860177
"milk",25,0.876623
"milk",26,0.929825
"milk",27,0.933333
"milk",28,0.972362
"milk",29,0.964646
"milk",30,0.972973
"mine",16,0.204593
"mine",17,0.306569
"mine",18,0.4102
"mine",19,0.52381
"mine",20,0.584838
"mine",21,0.63285
"mine",22,0.713568
"mine",23,0.749049
"mine",24,0.830961
"mine",25,0.814935
"mine",26,0.836257
"mine",27,0.85567
"mine",28,0.933417
"mine",29,0.868687
"mine",30,0.925676
"mittens",16,0.026096
"mittens",17,0.0218978
"mittens",18,0.104213
"mittens",19,0.110119
"mittens",20,0.169675
"mittens",21,0.198068
"mittens",22,0.21608
"mittens",23,0.277567
"mittens",24,0.364769
"mittens",25,0.384868
"mittens",26,0.426901
"mittens",27,0.497436
"mittens",28,0.546482
"mittens",29,0.550505
"mittens",30,0.631757
"mommy",16,0.93215
"mommy",17,0.934307
"mommy",18,0.966741
"mommy",19,0.967359
"mommy",20,0.964029
"mommy",21,0.961353
"mommy",22,0.964824
"mommy",23,0.988593
"mommy",24,0.987611
"mommy",25,0.974026
"mommy",26,0.994152
"mommy",27,0.979487
"mommy",28,0.991206
"mommy",29,0.979798
"mommy",30,0.993243
"money",16,0.0574113
"money",17,0.0839416
"money",18,0.166297
"money",19,0.27381
"money",20,0.314079
"money",21,0.36715
"money",22,0.437186
"money",23,0.547529
"money",24,0.593972
"money",25,0.664474
"money",26,0.777778
"money",27,0.752577
"money",28,0.900754
"money",29,0.787879
"money",30,0.888514
"monkey",16,0.120042
"monkey",17,0.20073
"monkey",18,0.301552
"monkey",19,0.407738
"monkey",20,0.428058
"monkey",21,0.458937
"monkey",22,0.623116
"monkey",23,0.684411
"monkey",24,0.748227
"monkey",25,0.795455
"monkey",26,0.847953
"monkey",27,0.830769
"monkey",28,0.942211
"monkey",29,0.848485
"monkey",30,0.935811
"moo",16,0.546973
"moo",17,0.609489
"moo",18,0.709534
"moo",19,0.759644
"moo",20,0.784173
"moo",21,0.758454
"moo",22,0.849246
"moo",23,0.908745
"moo",24,0.905861
"moo",25,0.905844
"moo",26,0.912281
"moo",27,0.897436
"moo",28,0.968593
"moo",29,0.929293
"moo",30,0.969595
"moon",16,0.22547
"moon",17,0.19708
"moon",18,0.399113
"moon",19,0.443452
"moon",20,0.464029
"moon",21,0.536232
"moon",22,0.658291
"moon",23,0.653992
"moon",24,0.768271
"moon",25,0.796721
"moon",26,0.807018
"moon",27,0.794872
"moon",28,0.920854
"moon",29,0.843434
"moon",30,0.929054
"moose",16,0.0271399
"moose",17,0.0510949
"moose",18,0.0731707
"moose",19,0.107143
"moose",20,0.0974729
"moose",21,0.111111
"moose",22,0.211055
"moose",23,0.228137
"moose",24,0.285971
"moose",25,0.281967
"moose",26,0.345029
"moose",27,0.365979
"moose",28,0.521357
"moose",29,0.419192
"moose",30,0.47973
"mop",16,0.0146138
"mop",17,0.0182482
"mop",18,0.0354767
"mop",19,0.0714286
"mop",20,0.0902527
"mop",21,0.115942
"mop",22,0.175879
"mop",23,0.18251
"mop",24,0.249551
"mop",25,0.256579
"mop",26,0.339181
"mop",27,0.350515
"mop",28,0.521357
"mop",29,0.409091
"mop",30,0.550676
"more",16,0.298539
"more",17,0.288321
"more",18,0.425721
"more",19,0.510386
"more",20,0.517986
"more",21,0.57971
"more",22,0.698492
"more",23,0.718631
"more",24,0.747331
"more",25,0.783607
"more",26,0.847953
"more",27,0.835897
"more",28,0.925879
"more",29,0.853535
"more",30,0.922297
"morning",16,0.0135699
"morning",17,0.0328467
"morning",18,0.0886918
"morning",19,0.110119
"morning",20,0.140794
"morning",21,0.164251
"morning",22,0.236181
"morning",23,0.30038
"morning",24,0.346429
"morning",25,0.407895
"morning",26,0.491228
"morning",27,0.487179
"morning",28,0.659548
"morning",29,0.641414
"morning",30,0.760135
"motorcycle",16,0.0292276
"motorcycle",17,0.040146
"motorcycle",18,0.0997783
"motorcycle",19,0.133929
"motorcycle",20,0.151625
"motorcycle",21,0.246377
"motorcycle",22,0.336683
"motorcycle",23,0.429658
"motorcycle",24,0.442446
"motorcycle",25,0.540984
"motorcycle",26,0.582353
"motorcycle",27,0.651282
"motorcycle",28,0.780151
"motorcycle",29,0.712121
"motorcycle",30,0.793919
"mouse",16,0.085595
"mouse",17,0.0948905
"mouse",18,0.223947
"mouse",19,0.285714
"mouse",20,0.323741
"mouse",21,0.415459
"mouse",22,0.552764
"mouse",23,0.585551
"mouse",24,0.62724
"mouse",25,0.667763
"mouse",26,0.707602
"mouse",27,0.723077
"mouse",28,0.88191
"mouse",29,0.813131
"mouse",30,0.902027
"mouth",16,0.181628
"mouth",17,0.273723
"mouth",18,0.430155
"mouth",19,0.566766
"mouth",20,0.539568
"mouth",21,0.560386
"mouth",22,0.698492
"mouth",23,0.752852
"mouth",24,0.793961
"mouth",25,0.816393
"mouth",26,0.871345
"mouth",27,0.882051
"mouth",28,0.949749
"mouth",29,0.893939
"mouth",30,0.962838
"movie",16,0.00730689
"movie",17,0.0182482
"movie",18,0.0554324
"movie",19,0.0803571
"movie",20,0.104693
"movie",21,0.15942
"movie",22,0.236181
"movie",23,0.292776
"movie",24,0.326203
"movie",25,0.395425
"movie",26,0.45614
"movie",27,0.487179
"movie",28,0.648241
"movie",29,0.651515
"movie",30,0.716216
"much",16,0.00313152
"much",17,0.00729927
"much",18,0.0221729
"much",19,0.0297619
"much",20,0.0288809
"much",21,0.0241546
"much",22,0.0954774
"much",23,0.129278
"much",24,0.13587
"much",25,0.171617
"much",26,0.241176
"much",27,0.247423
"much",28,0.355528
"much",29,0.313131
"much",30,0.439189
"muffin",16,0.0219207
"muffin",17,0.040146
"muffin",18,0.0864745
"muffin",19,0.136905
"muffin",20,0.205776
"muffin",21,0.198068
"muffin",22,0.351759
"muffin",23,0.334601
"muffin",24,0.4319
"muffin",25,0.428105
"muffin",26,0.508772
"muffin",27,0.558974
"muffin",28,0.692211
"muffin",29,0.666667
"muffin",30,0.743243
"my",16,0.0782881
"my",17,0.0693431
"my",18,0.119734
"my",19,0.217262
"my",20,0.184116
"my",21,0.280193
"my",22,0.40201
"my",23,0.444867
"my",24,0.541219
"my",25,0.552288
"my",26,0.611765
"my",27,0.587629
"my",28,0.800251
"my",29,0.767677
"my",30,0.807432
"myself",16,0.00104384
"myself",17,0
"myself",18,0.00886918
"myself",19,0.0119048
"myself",20,0.0288809
"myself",21,0.0241546
"myself",22,0.130653
"myself",23,0.136882
"myself",24,0.142599
"myself",25,0.198675
"myself",26,0.264706
"myself",27,0.261538
"myself",28,0.408291
"myself",29,0.353535
"myself",30,0.469595
"nail",16,0.00730689
"nail",17,0.0109489
"nail",18,0.0288248
"nail",19,0.0982143
"nail",20,0.0541516
"nail",21,0.115942
"nail",22,0.18593
"nail",23,0.262357
"nail",24,0.278276
"nail",25,0.346405
"nail",26,0.380117
"nail",27,0.458763
"nail",28,0.577889
"nail",29,0.505051
"nail",30,0.625
"nap",16,0.0751566
"nap",17,0.113139
"nap",18,0.221729
"nap",19,0.27381
"nap",20,0.350181
"nap",21,0.386473
"nap",22,0.522613
"nap",23,0.577947
"nap",24,0.669627
"nap",25,0.723684
"nap",26,0.836257
"nap",27,0.794872
"nap",28,0.909548
"nap",29,0.843434
"nap",30,0.939189
"napkin",16,0.0177453
"napkin",17,0.0364964
"napkin",18,0.0931264
"napkin",19,0.151786
"napkin",20,0.212996
"napkin",21,0.275362
"napkin",22,0.39196
"napkin",23,0.437262
"napkin",24,0.550179
"napkin",25,0.578947
"napkin",26,0.654971
"napkin",27,0.641026
"napkin",28,0.820352
"napkin",29,0.722222
"napkin",30,0.875
"naughty",16,0.0104384
"naughty",17,0.0182482
"naughty",18,0.0554324
"naughty",19,0.0625
"naughty",20,0.0505415
"naughty",21,0.0483092
"naughty",22,0.0452261
"naughty",23,0.144487
"naughty",24,0.159132
"naughty",25,0.205298
"naughty",26,0.194118
"naughty",27,0.273196
"naughty",28,0.298995
"naughty",29,0.277778
"naughty",30,0.341216
"necklace",16,0.0375783
"necklace",17,0.0875912
"necklace",18,0.126386
"necklace",19,0.193452
"necklace",20,0.187726
"necklace",21,0.256039
"necklace",22,0.296482
"necklace",23,0.39924
"necklace",24,0.464286
"necklace",25,0.493421
"necklace",26,0.538012
"necklace",27,0.558974
"necklace",28,0.751256
"necklace",29,0.626263
"necklace",30,0.753378
"need",16,0.0104384
"need",17,0.0182482
"need",18,0.0332594
"need",19,0.0744048
"need",20,0.0541516
"need",21,0.0772947
"need",22,0.165829
"need",23,0.231939
"need",24,0.273874
"need",25,0.30363
"need",26,0.415205
"need",27,0.438144
"need",28,0.584171
"need",29,0.575758
"need",30,0.658784
"new",16,0.00626305
"new",17,0.00729927
"new",18,0.0288248
"new",19,0.0505952
"new",20,0.0794224
"new",21,0.0917874
"new",22,0.155779
"new",23,0.239544
"new",24,0.264758
"new",25,0.357377
"new",26,0.403509
"new",27,0.407216
"new",28,0.585427
"new",29,0.484848
"new",30,0.679054
"next_to",16,0.00313152
"next_to",17,0.00364964
"next_to",18,0.00886918
"next_to",19,0.0178571
"next_to",20,0.0252708
"next_to",21,0.0434783
"next_to",22,0.0452261
"next_to",23,0.0912548
"next_to",24,0.105072
"next_to",25,0.168317
"next_to",26,0.263158
"next_to",27,0.247423
"next_to",28,0.378141
"next_to",29,0.308081
"next_to",30,0.445946
"nice",16,0.0626305
"nice",17,0.0547445
"nice",18,0.126386
"nice",19,0.220238
"nice",20,0.277978
"nice",21,0.246377
"nice",22,0.386935
"nice",23,0.418251
"nice",24,0.445438
"nice",25,0.503289
"nice",26,0.602339
"nice",27,0.564103
"nice",28,0.755025
"nice",29,0.661616
"nice",30,0.766892
"night",16,0.0741127
"night",17,0.0766423
"night",18,0.166297
"night",19,0.235119
"night",20,0.238267
"night",21,0.304348
"night",22,0.452261
"night",23,0.467681
"night",24,0.508897
"night",25,0.596721
"night",26,0.602339
"night",27,0.610256
"night",28,0.776382
"night",29,0.732323
"night",30,0.837838
"nightnight",16,0.409186
"nightnight",17,0.441606
"nightnight",18,0.5898
"nightnight",19,0.679525
"nightnight",20,0.68231
"nightnight",21,0.753623
"nightnight",22,0.78392
"nightnight",23,0.8327
"nightnight",24,0.817376
"nightnight",25,0.878689
"nightnight",26,0.888889
"nightnight",27,0.876923
"nightnight",28,0.951005
"nightnight",29,0.934343
"nightnight",30,0.969595
"no",16,0.64405
"no",17,0.70073
"no",18,0.771619
"no",19,0.827893
"no",20,0.845324
"no",21,0.884058
"no",22,0.909548
"no",23,0.927757
"no",24,0.955674
"no",25,0.938312
"no",26,0.97076
"no",27,0.948718
"no",28,0.984925
"no",29,0.969697
"no",30,1
"noisy",16,0.00939457
"noisy",17,0.0218978
"noisy",18,0.0332594
"noisy",19,0.0744048
"noisy",20,0.0938628
"noisy",21,0.10628
"noisy",22,0.170854
"noisy",23,0.243346
"noisy",24,0.235081
"noisy",25,0.334426
"noisy",26,0.432749
"noisy",27,0.360825
"noisy",28,0.584171
"noisy",29,0.489899
"noisy",30,0.608108
"none",16,0.00835073
"none",17,0.0182482
"none",18,0.0221729
"none",19,0.0446429
"none",20,0.0613718
"none",21,0.0772947
"none",22,0.125628
"none",23,0.129278
"none",24,0.169065
"none",25,0.194719
"none",26,0.233918
"none",27,0.283505
"none",28,0.360553
"none",29,0.373737
"none",30,0.422297
"noodles",16,0.0939457
"noodles",17,0.0912409
"noodles",18,0.206208
"noodles",19,0.261905
"noodles",20,0.314079
"noodles",21,0.376812
"noodles",22,0.467337
"noodles",23,0.486692
"noodles",24,0.558511
"noodles",25,0.567213
"noodles",26,0.660819
"noodles",27,0.646154
"noodles",28,0.801508
"noodles",29,0.686869
"noodles",30,0.864865
"nose",16,0.41023
"nose",17,0.470803
"nose",18,0.649667
"nose",19,0.747774
"nose",20,0.758993
"nose",21,0.753623
"nose",22,0.859296
"nose",23,0.901141
"nose",24,0.909735
"nose",25,0.928571
"nose",26,0.929825
"nose",27,0.953846
"nose",28,0.979899
"nose",29,0.949495
"nose",30,0.976351
"not",16,0.0156576
"not",17,0.00729927
"not",18,0.037694
"not",19,0.047619
"not",20,0.101083
"not",21,0.0821256
"not",22,0.170854
"not",23,0.220532
"not",24,0.283906
"not",25,0.323432
"not",26,0.409357
"not",27,0.474227
"not",28,0.636935
"not",29,0.560606
"not",30,0.668919
"now",16,0.0313152
"now",17,0.0547445
"now",18,0.075388
"now",19,0.133929
"now",20,0.176895
"now",21,0.222222
"now",22,0.296482
"now",23,0.380228
"now",24,0.430108
"now",25,0.539474
"now",26,0.643275
"now",27,0.635897
"now",28,0.770101
"now",29,0.666667
"now",30,0.766892
"nurse",16,0.00626305
"nurse",17,0.00729927
"nurse",18,0.0133038
"nurse",19,0.0238095
"nurse",20,0.0433213
"nurse",21,0.0483092
"nurse",22,0.080402
"nurse",23,0.0798479
"nurse",24,0.101633
"nurse",25,0.145215
"nurse",26,0.205882
"nurse",27,0.190722
"nurse",28,0.30402
"nurse",29,0.262626
"nurse",30,0.391892
"nuts",16,0.0114823
"nuts",17,0.0328467
"nuts",18,0.0509978
"nuts",19,0.107143
"nuts",20,0.126354
"nuts",21,0.173913
"nuts",22,0.170854
"nuts",23,0.26616
"nuts",24,0.356115
"nuts",25,0.347541
"nuts",26,0.508772
"nuts",27,0.471795
"nuts",28,0.606784
"nuts",29,0.616162
"nuts",30,0.709459
"of",16,0.00521921
"of",17,0.00364964
"of",18,0.00886918
"of",19,0.0267857
"of",20,0.0144404
"of",21,0.0193237
"of",22,0.040201
"of",23,0.0874525
"of",24,0.0797101
"of",25,0.139073
"of",26,0.169591
"of",27,0.21134
"of",28,0.286432
"of",29,0.29798
"of",30,0.364865
"off",16,0.150313
"off",17,0.153285
"off",18,0.337029
"off",19,0.392857
"off",20,0.451264
"off",21,0.454106
"off",22,0.673367
"off",23,0.684411
"off",24,0.704425
"off",25,0.744262
"off",26,0.818713
"off",27,0.815385
"off",28,0.914573
"off",29,0.848485
"off",30,0.929054
"old",16,0.00626305
"old",17,0.0182482
"old",18,0.0199557
"old",19,0.0267857
"old",20,0.032491
"old",21,0.0724638
"old",22,0.125628
"old",23,0.174905
"old",24,0.16426
"old",25,0.253289
"old",26,0.339181
"old",27,0.293814
"old",28,0.498744
"old",29,0.429293
"old",30,0.560811
"on",16,0.140919
"on",17,0.167883
"on",18,0.2949
"on",19,0.348214
"on",20,0.418773
"on",21,0.463768
"on",22,0.628141
"on",23,0.673004
"on",24,0.709964
"on",25,0.736842
"on",26,0.795322
"on",27,0.825641
"on",28,0.922111
"on",29,0.828283
"on",30,0.922297
"on_top_of",16,0.00521921
"on_top_of",17,0.0109489
"on_top_of",18,0.0199557
"on_top_of",19,0.0416667
"on_top_of",20,0.0577617
"on_top_of",21,0.057971
"on_top_of",22,0.125628
"on_top_of",23,0.18251
"on_top_of",24,0.195691
"on_top_of",25,0.27541
"on_top_of",26,0.321637
"on_top_of",27,0.371134
"on_top_of",28,0.494975
"on_top_of",29,0.520202
"on_top_of",30,0.614865
"open",16,0.117954
"open",17,0.138686
"open",18,0.272727
"open",19,0.383929
"open",20,0.386282
"open",21,0.434783
"open",22,0.61809
"open",23,0.631179
"open",24,0.711504
"open",25,0.76873
"open",26,0.836257
"open",27,0.835897
"open",28,0.924623
"open",29,0.868687
"open",30,0.932432
"orange.description",16,0.0417537
"orange.description",17,0.0656934
"orange.description",18,0.119734
"orange.description",19,0.217262
"orange.description",20,0.248201
"orange.description",21,0.309179
"orange.description",22,0.407035
"orange.description",23,0.498099
"orange.description",24,0.524911
"orange.description",25,0.584416
"orange.description",26,0.684211
"orange.description",27,0.692308
"orange.description",28,0.820352
"orange.description",29,0.762626
"orange.description",30,0.864865
"orange.food",16,0.0730689
"orange.food",17,0.113139
"orange.food",18,0.217295
"orange.food",19,0.330357
"orange.food",20,0.33935
"orange.food",21,0.400966
"orange.food",22,0.532663
"orange.food",23,0.604563
"orange.food",24,0.623009
"orange.food",25,0.666667
"orange.food",26,0.789474
"orange.food",27,0.784615
"orange.food",28,0.896985
"orange.food",29,0.868687
"orange.food",30,0.939189
"other",16,0.00626305
"other",17,0
"other",18,0.0310421
"other",19,0.0327381
"other",20,0.0541516
"other",21,0.0821256
"other",22,0.18593
"other",23,0.178707
"other",24,0.234657
"other",25,0.273026
"other",26,0.409357
"other",27,0.381443
"other",28,0.532663
"other",29,0.434343
"other",30,0.560811
"ouch",16,0.426931
"ouch",17,0.448905
"ouch",18,0.603104
"ouch",19,0.649852
"ouch",20,0.736462
"ouch",21,0.753623
"ouch",22,0.748744
"ouch",23,0.874525
"ouch",24,0.835398
"ouch",25,0.873377
"ouch",26,0.888889
"ouch",27,0.902564
"ouch",28,0.948492
"ouch",29,0.893939
"ouch",30,0.942568
"our",16,0.00208768
"our",17,0
"our",18,0.00221729
"our",19,0.014881
"our",20,0.0288809
"our",21,0.0241546
"our",22,0.040201
"our",23,0.110266
"our",24,0.0815217
"our",25,0.164474
"our",26,0.192982
"our",27,0.226804
"our",28,0.326633
"our",29,0.343434
"our",30,0.364865
"out",16,0.180585
"out",17,0.19708
"out",18,0.337029
"out",19,0.354167
"out",20,0.404332
"out",21,0.42029
"out",22,0.613065
"out",23,0.619772
"out",24,0.657754
"out",25,0.691803
"out",26,0.795322
"out",27,0.757732
"out",28,0.859296
"out",29,0.80303
"out",30,0.885135
"outside",16,0.232777
"outside",17,0.29927
"outside",18,0.43459
"outside",19,0.520833
"outside",20,0.584838
"outside",21,0.618357
"outside",22,0.708543
"outside",23,0.764259
"outside",24,0.764184
"outside",25,0.800654
"outside",26,0.847953
"outside",27,0.866667
"outside",28,0.934673
"outside",29,0.873737
"outside",30,0.945946
"oven",16,0.0146138
"oven",17,0.0182482
"oven",18,0.0465632
"oven",19,0.139881
"oven",20,0.119134
"oven",21,0.198068
"oven",22,0.266332
"oven",23,0.292776
"oven",24,0.367201
"oven",25,0.411184
"oven",26,0.48538
"oven",27,0.512821
"oven",28,0.663317
"oven",29,0.631313
"oven",30,0.753378
"over",16,0.00626305
"over",17,0.00729927
"over",18,0.0421286
"over",19,0.0625
"over",20,0.0794224
"over",21,0.101449
"over",22,0.226131
"over",23,0.277567
"over",24,0.282609
"over",25,0.369637
"over",26,0.461988
"over",27,0.489691
"over",28,0.673367
"over",29,0.590909
"over",30,0.706081
"owie",16,0.295407
"owie",17,0.375912
"owie",18,0.456763
"owie",19,0.563798
"owie",20,0.65704
"owie",21,0.613527
"owie",22,0.713568
"owie",23,0.787072
"owie",24,0.797872
"owie",25,0.831169
"owie",26,0.871345
"owie",27,0.881443
"owie",28,0.947236
"owie",29,0.833333
"owie",30,0.908784
"owl",16,0.127349
"owl",17,0.149635
"owl",18,0.237251
"owl",19,0.330357
"owl",20,0.341727
"owl",21,0.357488
"owl",22,0.492462
"owl",23,0.475285
"owl",24,0.549372
"owl",25,0.605863
"owl",26,0.654971
"owl",27,0.620513
"owl",28,0.834171
"owl",29,0.681818
"owl",30,0.800676
"paint",16,0.00939457
"paint",17,0.0255474
"paint",18,0.0554324
"paint",19,0.0744048
"paint",20,0.129964
"paint",21,0.188406
"paint",22,0.261307
"paint",23,0.311787
"paint",24,0.388489
"paint",25,0.440789
"paint",26,0.520468
"paint",27,0.574359
"paint",28,0.726131
"paint",29,0.681818
"paint",30,0.804054
"pajamas",16,0.0553236
"pajamas",17,0.0766423
"pajamas",18,0.203991
"pajamas",19,0.232143
"pajamas",20,0.299639
"pajamas",21,0.333333
"pajamas",22,0.452261
"pajamas",23,0.619772
"pajamas",24,0.604982
"pajamas",25,0.704918
"pajamas",26,0.725146
"pajamas",27,0.774359
"pajamas",28,0.865578
"pajamas",29,0.828283
"pajamas",30,0.918919
"pancake",16,0.045929
"pancake",17,0.0656934
"pancake",18,0.168514
"pancake",19,0.232143
"pancake",20,0.231047
"pancake",21,0.256039
"pancake",22,0.417085
"pancake",23,0.501901
"pancake",24,0.554758
"pancake",25,0.586885
"pancake",26,0.643275
"pancake",27,0.723077
"pancake",28,0.796482
"pancake",29,0.727273
"pancake",30,0.885135
"pants",16,0.0668058
"pants",17,0.113139
"pants",18,0.237251
"pants",19,0.330357
"pants",20,0.361011
"pants",21,0.47343
"pants",22,0.577889
"pants",23,0.665399
"pants",24,0.692035
"pants",25,0.75082
"pants",26,0.777778
"pants",27,0.85641
"pants",28,0.917085
"pants",29,0.888889
"pants",30,0.966216
"paper",16,0.0751566
"paper",17,0.113139
"paper",18,0.217295
"paper",19,0.3125
"paper",20,0.31769
"paper",21,0.410628
"paper",22,0.522613
"paper",23,0.623574
"paper",24,0.661947
"paper",25,0.717105
"paper",26,0.783626
"paper",27,0.769231
"paper",28,0.899497
"paper",29,0.863636
"paper",30,0.922297
"park",16,0.0741127
"park",17,0.127737
"park",18,0.210643
"park",19,0.296736
"park",20,0.31769
"park",21,0.362319
"park",22,0.527638
"park",23,0.543726
"park",24,0.619217
"park",25,0.67101
"park",26,0.766082
"park",27,0.748718
"park",28,0.854271
"park",29,0.813131
"park",30,0.902027
"party",16,0.00939457
"party",17,0.0145985
"party",18,0.0665188
"party",19,0.0922619
"party",20,0.122744
"party",21,0.15942
"party",22,0.236181
"party",23,0.323194
"party",24,0.44186
"party",25,0.503289
"party",26,0.578947
"party",27,0.553846
"party",28,0.758794
"party",29,0.676768
"party",30,0.77027
"pattycake",16,0.0835073
"pattycake",17,0.127737
"pattycake",18,0.18847
"pattycake",19,0.241071
"pattycake",20,0.256318
"pattycake",21,0.299517
"pattycake",22,0.356784
"pattycake",23,0.376426
"pattycake",24,0.461261
"pattycake",25,0.503268
"pattycake",26,0.570588
"pattycake",27,0.589744
"pattycake",28,0.726131
"pattycake",29,0.621212
"pattycake",30,0.72973
"peanut_butter",16,0.0344468
"peanut_butter",17,0.0620438
"peanut_butter",18,0.121951
"peanut_butter",19,0.217262
"peanut_butter",20,0.191336
"peanut_butter",21,0.275362
"peanut_butter",22,0.41206
"peanut_butter",23,0.441065
"peanut_butter",24,0.505376
"peanut_butter",25,0.586885
"peanut_butter",26,0.608187
"peanut_butter",27,0.707692
"peanut_butter",28,0.820352
"peanut_butter",29,0.752525
"peanut_butter",30,0.861486
"peas",16,0.11691
"peas",17,0.0875912
"peas",18,0.21286
"peas",19,0.291667
"peas",20,0.281588
"peas",21,0.304348
"peas",22,0.371859
"peas",23,0.471483
"peas",24,0.531306
"peas",25,0.549342
"peas",26,0.649123
"peas",27,0.610256
"peas",28,0.726131
"peas",29,0.651515
"peas",30,0.810811
"peekaboo",16,0.334029
"peekaboo",17,0.39781
"peekaboo",18,0.490022
"peekaboo",19,0.575668
"peekaboo",20,0.582734
"peekaboo",21,0.599034
"peekaboo",22,0.673367
"peekaboo",23,0.78327
"peekaboo",24,0.761062
"peekaboo",25,0.818182
"peekaboo",26,0.842105
"peekaboo",27,0.861538
"peekaboo",28,0.914573
"peekaboo",29,0.843434
"peekaboo",30,0.939189
"pen",16,0.0730689
"pen",17,0.0985401
"pen",18,0.184035
"pen",19,0.252976
"pen",20,0.303249
"pen",21,0.396135
"pen",22,0.437186
"pen",23,0.532319
"pen",24,0.552585
"pen",25,0.628289
"pen",26,0.678363
"pen",27,0.695876
"pen",28,0.834171
"pen",29,0.727273
"pen",30,0.861486
"pencil",16,0.0250522
"pencil",17,0.0291971
"pencil",18,0.126386
"pencil",19,0.1875
"pencil",20,0.180505
"pencil",21,0.270531
"pencil",22,0.311558
"pencil",23,0.34981
"pencil",24,0.471326
"pencil",25,0.539474
"pencil",26,0.608187
"pencil",27,0.608247
"pencil",28,0.801508
"pencil",29,0.722222
"pencil",30,0.844595
"penguin",16,0.0156576
"penguin",17,0.0291971
"penguin",18,0.0931264
"penguin",19,0.133929
"penguin",20,0.144404
"penguin",21,0.246377
"penguin",22,0.271357
"penguin",23,0.34981
"penguin",24,0.373429
"penguin",25,0.403909
"penguin",26,0.432749
"penguin",27,0.446154
"penguin",28,0.665829
"penguin",29,0.60101
"penguin",30,0.695946
"penis",16,0.0688935
"penis",17,0.0766423
"penis",18,0.16408
"penis",19,0.178042
"penis",20,0.216606
"penis",21,0.270531
"penis",22,0.286432
"penis",23,0.429658
"penis",24,0.423214
"penis",25,0.429508
"penis",26,0.48538
"penis",27,0.523077
"penis",28,0.639447
"penis",29,0.510101
"penis",30,0.547297
"penny",16,0.0167015
"penny",17,0.0291971
"penny",18,0.0820399
"penny",19,0.104167
"penny",20,0.126354
"penny",21,0.173913
"penny",22,0.276382
"penny",23,0.311787
"penny",24,0.366426
"penny",25,0.460526
"penny",26,0.54386
"penny",27,0.551546
"penny",28,0.668342
"penny",29,0.606061
"penny",30,0.699324
"people",16,0.0281837
"people",17,0.0218978
"people",18,0.0886918
"people",19,0.133929
"people",20,0.111913
"people",21,0.125604
"people",22,0.306533
"people",23,0.30038
"people",24,0.334526
"people",25,0.358553
"people",26,0.491228
"people",27,0.548718
"people",28,0.640704
